"age","workclass","fnlwgt","education","educational-num","marital-status","occupation","relationship","race","gender","capital-gain","capital-loss","hours-per-week","native-country","income"
44,"State-gov",138634,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
30,"State-gov",260782,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
72,"Self-emp-not-inc",243769,"Prof-school",15,"Never-married","Prof-specialty","Not-in-family","White","Male",0,1429,20,"United-States","<=50K"
46,"State-gov",149337,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,38,"United-States","<=50K"
58,"Self-emp-inc",204021,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",15024,0,50,"United-States",">50K"
34,"Self-emp-not-inc",163756,"Assoc-voc",11,"Never-married","Farming-fishing","Not-in-family","White","Male",27828,0,60,"United-States",">50K"
42,"Self-emp-inc",212894,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",">50K"
51,"Self-emp-not-inc",136708,"HS-grad",9,"Married-civ-spouse","Sales","Husband","Asian-Pac-Islander","Male",3103,0,84,"Vietnam","<=50K"
52,"Self-emp-not-inc",182796,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States","<=50K"
56,"Self-emp-inc",170287,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
43,"Self-emp-not-inc",388725,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States",">50K"
64,"Self-emp-not-inc",71807,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",15024,0,50,"?",">50K"
36,"Self-emp-inc",48063,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,80,"United-States","<=50K"
50,"Self-emp-not-inc",165001,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",99999,0,80,"United-States",">50K"
43,"Self-emp-inc",209547,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,25,"United-States",">50K"
45,"Self-emp-not-inc",355978,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",">50K"
33,"Self-emp-not-inc",48214,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,8,"United-States","<=50K"
47,"Self-emp-not-inc",194590,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,44,"United-States","<=50K"
34,"Self-emp-not-inc",198813,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,45,"United-States","<=50K"
43,"Self-emp-not-inc",126320,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,40,"United-States",">50K"
58,"Self-emp-not-inc",112076,"Doctorate",16,"Married-AF-spouse","Exec-managerial","Wife","White","Female",0,1485,35,"United-States",">50K"
62,"Self-emp-not-inc",369734,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States","<=50K"
37,"State-gov",67083,"Some-college",10,"Married-civ-spouse","Prof-specialty","Other-relative","Asian-Pac-Islander","Male",0,0,40,"Cambodia","<=50K"
54,"Self-emp-inc",159219,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",99999,0,40,"United-States",">50K"
52,"Self-emp-inc",168539,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
64,"Self-emp-inc",115931,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States","<=50K"
62,"Self-emp-not-inc",71467,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
45,"Self-emp-not-inc",196858,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States","<=50K"
41,"Self-emp-not-inc",233150,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States","<=50K"
37,"State-gov",111275,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
65,"Self-emp-not-inc",178878,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,48,"United-States","<=50K"
24,"State-gov",322658,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
50,"State-gov",196900,"HS-grad",9,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,39,"United-States","<=50K"
44,"Self-emp-not-inc",98806,"7th-8th",4,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,38,"United-States","<=50K"
45,"State-gov",226452,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
32,"State-gov",479179,"11th",7,"Never-married","Protective-serv","Own-child","White","Male",0,0,40,"United-States","<=50K"
28,"State-gov",293628,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,10,"?","<=50K"
73,"Self-emp-not-inc",151255,"Some-college",10,"Widowed","Farming-fishing","Not-in-family","White","Female",0,0,75,"United-States","<=50K"
36,"State-gov",291676,"9th",5,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,40,"United-States","<=50K"
62,"State-gov",312286,"Prof-school",15,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
33,"Self-emp-not-inc",48520,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
39,"Self-emp-not-inc",37019,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United-States","<=50K"
35,"Self-emp-not-inc",455379,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,65,"United-States",">50K"
64,"State-gov",107732,"1st-4th",2,"Married-civ-spouse","Farming-fishing","Husband","Other","Male",0,0,45,"Columbia","<=50K"
36,"Self-emp-not-inc",84294,"Bachelors",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,72,"United-States","<=50K"
41,"Self-emp-inc",240900,"11th",7,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
27,"Self-emp-inc",214974,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United-States","<=50K"
37,"Self-emp-not-inc",191342,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","Asian-Pac-Islander","Male",0,0,60,"Philippines",">50K"
48,"Self-emp-inc",72425,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
32,"State-gov",33945,"Bachelors",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States",">50K"
39,"Self-emp-not-inc",199753,"Bachelors",13,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,60,"United-States","<=50K"
31,"State-gov",195181,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,35,"United-States",">50K"
25,"Self-emp-not-inc",121285,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
58,"Self-emp-not-inc",25124,"Assoc-voc",11,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,2377,65,"United-States","<=50K"
41,"Self-emp-not-inc",38434,"Masters",14,"Never-married","Sales","Not-in-family","White","Female",0,0,30,"United-States","<=50K"
53,"Self-emp-not-inc",317313,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,48,"United-States","<=50K"
28,"Self-emp-not-inc",147951,"Assoc-voc",11,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,80,"United-States","<=50K"
37,"Self-emp-not-inc",143774,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"Germany",">50K"
18,"Self-emp-inc",352640,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,20,"United-States","<=50K"
50,"Self-emp-inc",155965,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United-States","<=50K"
51,"Self-emp-inc",335902,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1672,55,"United-States","<=50K"
67,"State-gov",168224,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
33,"Self-emp-inc",291333,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7298,0,45,"United-States",">50K"
49,"Self-emp-not-inc",39140,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States","<=50K"
55,"Self-emp-not-inc",126840,"Some-college",10,"Divorced","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
41,"State-gov",253250,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7298,0,40,"United-States",">50K"
58,"State-gov",191318,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,40,"United-States",">50K"
50,"Self-emp-not-inc",90525,"HS-grad",9,"Married-civ-spouse","Other-service","Wife","White","Female",15024,0,20,"United-States",">50K"
35,"Self-emp-inc",333636,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,75,"United-States","<=50K"
60,"Self-emp-not-inc",121076,"Doctorate",16,"Divorced","Sales","Not-in-family","White","Male",0,0,20,"United-States","<=50K"
33,"Self-emp-not-inc",182556,"12th",8,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
58,"Self-emp-not-inc",237546,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,70,"United-States",">50K"
43,"State-gov",125831,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Male",99999,0,60,"United-States",">50K"
41,"Self-emp-not-inc",264663,"11th",7,"Divorced","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
50,"State-gov",137815,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
62,"Self-emp-inc",153891,"Assoc-voc",11,"Married-civ-spouse","Exec-managerial","Husband","White","Male",3137,0,40,"United-States","<=50K"
44,"Self-emp-inc",57233,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
37,"Self-emp-inc",132879,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States",">50K"
65,"Self-emp-not-inc",72776,"7th-8th",4,"Never-married","Farming-fishing","Not-in-family","White","Male",2964,0,40,"United-States","<=50K"
56,"Self-emp-not-inc",174564,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",">50K"
47,"Self-emp-not-inc",60087,"Some-college",10,"Married-spouse-absent","Exec-managerial","Not-in-family","White","Female",0,0,60,"United-States","<=50K"
35,"Self-emp-not-inc",28987,"9th",5,"Married-civ-spouse","Craft-repair","Husband","Amer-Indian-Eskimo","Male",0,0,96,"United-States","<=50K"
29,"Self-emp-inc",218555,"Masters",14,"Never-married","Prof-specialty","Own-child","White","Male",0,0,40,"United-States","<=50K"
53,"Self-emp-inc",94214,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",7298,0,50,"Thailand",">50K"
38,"State-gov",116975,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,1887,50,"United-States",">50K"
20,"Self-emp-not-inc",190968,"7th-8th",4,"Never-married","Craft-repair","Own-child","White","Male",0,0,20,"United-States","<=50K"
46,"Self-emp-not-inc",315984,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","<=50K"
30,"Self-emp-not-inc",100252,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Own-child","Asian-Pac-Islander","Male",0,0,60,"South","<=50K"
41,"State-gov",186990,"Prof-school",15,"Widowed","Prof-specialty","Not-in-family","Other","Female",0,0,52,"United-States",">50K"
37,"State-gov",241633,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Wife","Black","Female",0,0,45,"United-States",">50K"
25,"State-gov",77661,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,2444,40,"United-States",">50K"
44,"Self-emp-inc",60087,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States",">50K"
48,"State-gov",224752,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States",">50K"
56,"State-gov",133728,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,35,"United-States",">50K"
27,"State-gov",152560,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States","<=50K"
39,"State-gov",112812,"HS-grad",9,"Married-civ-spouse","Protective-serv","Other-relative","White","Female",0,0,40,"United-States","<=50K"
23,"Self-emp-not-inc",145744,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States","<=50K"
46,"State-gov",54260,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,10,"United-States",">50K"
41,"State-gov",34895,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Female",0,0,43,"United-States","<=50K"
44,"State-gov",165745,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,38,"United-States","<=50K"
23,"Self-emp-not-inc",40323,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
71,"Self-emp-not-inc",28865,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,15,"United-States","<=50K"
21,"State-gov",204034,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Female",0,0,16,"United-States","<=50K"
66,"State-gov",148380,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Wife","White","Female",1424,0,10,"United-States","<=50K"
70,"Self-emp-not-inc",323987,"7th-8th",4,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,8,"United-States","<=50K"
19,"State-gov",42750,"HS-grad",9,"Never-married","Protective-serv","Own-child","White","Male",0,0,40,"United-States","<=50K"
45,"State-gov",284763,"Some-college",10,"Divorced","Prof-specialty","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
56,"Self-emp-not-inc",233312,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,20,"Poland","<=50K"
41,"Self-emp-inc",214247,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,2415,60,"United-States",">50K"
48,"Self-emp-not-inc",138069,"5th-6th",3,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,2042,50,"United-States","<=50K"
37,"State-gov",89083,"Assoc-acdm",12,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,35,"United-States","<=50K"
46,"State-gov",96652,"Assoc-voc",11,"Separated","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
42,"Self-emp-not-inc",103759,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,48,"United-States","<=50K"
73,"Self-emp-not-inc",252431,"Some-college",10,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,1,"United-States","<=50K"
45,"State-gov",276157,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
31,"State-gov",73161,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1740,40,"United-States","<=50K"
45,"Self-emp-not-inc",213140,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",7688,0,45,"United-States",">50K"
50,"Self-emp-inc",145714,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",">50K"
45,"Self-emp-not-inc",285570,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,80,"United-States","<=50K"
54,"Self-emp-not-inc",399705,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United-States",">50K"
39,"Self-emp-not-inc",41017,"10th",6,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,70,"United-States","<=50K"
73,"Self-emp-not-inc",214498,"7th-8th",4,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,12,"United-States","<=50K"
35,"Self-emp-inc",165799,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","<=50K"
53,"Self-emp-not-inc",99516,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
57,"Self-emp-not-inc",27385,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,48,"United-States",">50K"
27,"Self-emp-not-inc",147452,"10th",6,"Never-married","Sales","Own-child","White","Female",0,0,48,"United-States","<=50K"
67,"Self-emp-inc",51415,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
20,"Self-emp-not-inc",115085,"Some-college",10,"Never-married","Farming-fishing","Own-child","White","Male",0,0,40,"United-States","<=50K"
41,"Self-emp-not-inc",134724,"Assoc-voc",11,"Married-civ-spouse","Other-service","Wife","White","Female",3103,0,40,"United-States",">50K"
40,"Self-emp-not-inc",173651,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K"
51,"State-gov",22211,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,37,"United-States",">50K"
60,"Self-emp-not-inc",123190,"9th",5,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,67,"United-States",">50K"
53,"Self-emp-not-inc",174102,"Prof-school",15,"Divorced","Prof-specialty","Unmarried","White","Male",25236,0,60,"United-States",">50K"
66,"Self-emp-not-inc",183249,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,20,"United-States",">50K"
58,"State-gov",179089,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States","<=50K"
44,"Self-emp-not-inc",53956,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",3137,0,40,"United-States","<=50K"
59,"Self-emp-inc",77816,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",99999,0,40,"United-States",">50K"
38,"Self-emp-not-inc",195686,"HS-grad",9,"Separated","Exec-managerial","Unmarried","White","Male",0,0,25,"United-States","<=50K"
34,"Self-emp-not-inc",114074,"Assoc-voc",11,"Widowed","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","<=50K"
36,"Self-emp-not-inc",294672,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States","<=50K"
41,"Self-emp-not-inc",280005,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
65,"Self-emp-not-inc",200565,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,18,"United-States","<=50K"
53,"State-gov",195690,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,50,"United-States",">50K"
37,"Self-emp-inc",94869,"Masters",14,"Divorced","Prof-specialty","Not-in-family","Black","Male",4787,0,40,"United-States",">50K"
44,"State-gov",267464,"Some-college",10,"Separated","Tech-support","Own-child","Black","Female",0,0,40,"United-States","<=50K"
32,"State-gov",189838,"Some-college",10,"Divorced","Prof-specialty","Other-relative","White","Female",0,0,40,"United-States","<=50K"
41,"State-gov",124520,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
32,"State-gov",247481,"Assoc-acdm",12,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,48,"United-States",">50K"
53,"State-gov",205949,"Assoc-acdm",12,"Divorced","Adm-clerical","Unmarried","Amer-Indian-Eskimo","Female",0,0,40,"United-States","<=50K"
58,"State-gov",299680,"Masters",14,"Married-civ-spouse","Adm-clerical","Husband","White","Male",15024,0,43,"United-States",">50K"
48,"Self-emp-not-inc",96975,"HS-grad",9,"Separated","Other-service","Unmarried","White","Female",0,0,45,"United-States","<=50K"
45,"Self-emp-inc",61885,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,48,"United-States",">50K"
37,"State-gov",142282,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Female",0,0,16,"United-States","<=50K"
63,"Self-emp-not-inc",201600,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,60,"United-States",">50K"
54,"Self-emp-inc",175339,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,2415,40,"United-States",">50K"
34,"State-gov",32174,"HS-grad",9,"Separated","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
33,"Self-emp-not-inc",294434,"Assoc-voc",11,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,76,"United-States",">50K"
55,"Self-emp-not-inc",73684,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",15024,0,65,"United-States",">50K"
41,"Self-emp-not-inc",54611,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",7298,0,50,"United-States",">50K"
34,"State-gov",238944,"10th",6,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
27,"Self-emp-not-inc",216178,"Bachelors",13,"Never-married","Craft-repair","Own-child","White","Male",0,0,35,"United-States","<=50K"
38,"Self-emp-not-inc",248694,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,36,"United-States","<=50K"
44,"State-gov",204361,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
46,"Self-emp-not-inc",292549,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States","<=50K"
39,"State-gov",42478,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
56,"Self-emp-inc",124137,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",99999,0,45,"United-States",">50K"
44,"State-gov",107503,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",5013,0,60,"United-States","<=50K"
36,"Self-emp-not-inc",269509,"HS-grad",9,"Divorced","Sales","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
27,"State-gov",301302,"Doctorate",16,"Married-spouse-absent","Tech-support","Not-in-family","White","Male",0,0,20,"?","<=50K"
44,"Self-emp-not-inc",188278,"Assoc-acdm",12,"Divorced","Exec-managerial","Unmarried","Black","Female",0,0,45,"United-States","<=50K"
30,"State-gov",157990,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
