"age","workclass","fnlwgt","education","educational-num","marital-status","occupation","relationship","race","gender","capital-gain","capital-loss","hours-per-week","native-country","income"
23,"Private",52753,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
22,"Private",199266,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
26,"Private",209440,"HS-grad",9,"Never-married","Prof-specialty","Unmarried","Black","Female",0,0,55,"United-States","<=50K"
25,"Private",29106,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,50,"United-States","<=50K"
23,"Private",180497,"Bachelors",13,"Never-married","Tech-support","Own-child","Black","Female",0,0,32,"United-States","<=50K"
33,"Federal-gov",137814,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Male",0,0,32,"United-States","<=50K"
21,"Private",447488,"5th-6th",3,"Never-married","Machine-op-inspct","Other-relative","White","Male",0,0,38,"Mexico","<=50K"
23,"Private",42251,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
25,"Private",77698,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","Asian-Pac-Islander","Female",0,0,40,"Philippines","<=50K"
39,"Private",282951,"HS-grad",9,"Never-married","Craft-repair","Unmarried","White","Male",0,0,40,"United-States","<=50K"
26,"Private",362617,"Some-college",10,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
25,"Local-gov",281412,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,35,"United-States","<=50K"
22,"Federal-gov",104443,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,20,"United-States","<=50K"
21,"Private",99970,"Some-college",10,"Never-married","Sales","Own-child","White","Male",0,0,15,"United-States","<=50K"
35,"Private",203717,"Assoc-voc",11,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
28,"Private",193868,"Bachelors",13,"Never-married","Tech-support","Own-child","White","Male",0,0,50,"United-States","<=50K"
21,"Private",250939,"Some-college",10,"Never-married","Machine-op-inspct","Other-relative","White","Male",0,0,35,"United-States","<=50K"
39,"Private",281768,"HS-grad",9,"Never-married","Other-service","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
30,"State-gov",260782,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
28,"Local-gov",134890,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
29,"Private",100293,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
26,"Private",132179,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
27,"Private",116372,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
21,"?",65481,"Some-college",10,"Never-married","?","Own-child","White","Female",0,0,30,"United-States","<=50K"
20,"Private",347391,"Some-college",10,"Never-married","Protective-serv","Not-in-family","Black","Male",0,0,60,"United-States","<=50K"
23,"Private",145917,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","White","Female",0,0,25,"United-States","<=50K"
22,"Private",178452,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","Black","Male",0,0,40,"United-States","<=50K"
30,"Private",296462,"HS-grad",9,"Never-married","Exec-managerial","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
25,"Private",236267,"HS-grad",9,"Never-married","Machine-op-inspct","Unmarried","White","Male",0,1590,40,"United-States","<=50K"
23,"Private",318483,"HS-grad",9,"Never-married","Sales","Own-child","White","Male",0,0,40,"United-States","<=50K"
34,"Self-emp-not-inc",163756,"Assoc-voc",11,"Never-married","Farming-fishing","Not-in-family","White","Male",27828,0,60,"United-States",">50K"
30,"Private",169269,"11th",7,"Never-married","Handlers-cleaners","Other-relative","White","Male",0,1721,38,"Puerto-Rico","<=50K"
20,"Private",109667,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,16,"United-States","<=50K"
37,"Local-gov",263690,"Bachelors",13,"Never-married","Prof-specialty","Unmarried","Black","Male",0,0,40,"?","<=50K"
24,"Private",224238,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","<=50K"
22,"Private",197200,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States","<=50K"
20,"?",318865,"Some-college",10,"Never-married","?","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
20,"?",303121,"Some-college",10,"Never-married","?","Own-child","White","Male",0,0,45,"United-States","<=50K"
33,"Private",56150,"Bachelors",13,"Never-married","Craft-repair","Not-in-family","White","Male",2174,0,40,"United-States","<=50K"
27,"Private",106562,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,50,"United-States",">50K"
26,"Private",181896,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,40,"United-States","<=50K"
23,"Private",197997,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,30,"United-States","<=50K"
33,"Private",90409,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
32,"Federal-gov",149573,"Assoc-acdm",12,"Never-married","Protective-serv","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
35,"Private",249456,"Bachelors",13,"Never-married","Adm-clerical","Own-child","Black","Female",0,0,40,"United-States","<=50K"
34,"Self-emp-not-inc",198813,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,45,"United-States","<=50K"
24,"Private",154835,"HS-grad",9,"Never-married","Exec-managerial","Own-child","Asian-Pac-Islander","Female",0,0,40,"South","<=50K"
23,"Private",100345,"HS-grad",9,"Never-married","Craft-repair","Other-relative","White","Male",0,0,15,"United-States","<=50K"
31,"Private",224234,"HS-grad",9,"Never-married","Transport-moving","Own-child","Black","Male",0,0,40,"United-States","<=50K"
24,"Private",183772,"HS-grad",9,"Never-married","Craft-repair","Unmarried","White","Female",0,0,40,"United-States","<=50K"
26,"Private",185885,"Assoc-acdm",12,"Never-married","Tech-support","Other-relative","White","Female",0,0,20,"United-States","<=50K"
35,"Private",179481,"HS-grad",9,"Never-married","Transport-moving","Own-child","White","Male",0,0,55,"United-States","<=50K"
26,"Private",284343,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
28,"Private",204862,"Some-college",10,"Never-married","Exec-managerial","Own-child","White","Female",0,0,40,"United-States","<=50K"
22,"?",213291,"Assoc-acdm",12,"Never-married","?","Own-child","White","Male",0,0,25,"United-States","<=50K"
25,"Private",122999,"Some-college",10,"Never-married","Tech-support","Other-relative","White","Male",0,0,40,"United-States","<=50K"
24,"Private",302195,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
29,"Private",97165,"Some-college",10,"Never-married","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
23,"?",192028,"Some-college",10,"Never-married","?","Own-child","White","Female",0,0,35,"United-States","<=50K"
21,"Private",147280,"HS-grad",9,"Never-married","Other-service","Own-child","Other","Male",0,0,20,"United-States","<=50K"
26,"Private",599057,"HS-grad",9,"Never-married","Exec-managerial","Not-in-family","Black","Female",0,0,37,"United-States","<=50K"
25,"Private",196947,"Bachelors",13,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K"
27,"Private",95108,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
23,"Private",161092,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","<=50K"
21,"Private",345253,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","Other","Male",2174,0,40,"United-States","<=50K"
24,"State-gov",322658,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
24,"Private",208503,"Some-college",10,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,42,"United-States","<=50K"
24,"Private",124751,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,35,"United-States","<=50K"
32,"State-gov",479179,"11th",7,"Never-married","Protective-serv","Own-child","White","Male",0,0,40,"United-States","<=50K"
39,"Federal-gov",149347,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"Poland",">50K"
21,"Private",129172,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Male",2907,0,40,"United-States","<=50K"
25,"Private",238673,"Some-college",10,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
21,"Private",457162,"Some-college",10,"Never-married","Sales","Own-child","Black","Male",0,0,17,"United-States","<=50K"
20,"Private",273989,"HS-grad",9,"Never-married","Transport-moving","Own-child","White","Male",0,0,40,"United-States","<=50K"
27,"Private",370242,"Assoc-acdm",12,"Never-married","Other-service","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
24,"Private",194630,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
39,"Private",195843,"Assoc-voc",11,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","<=50K"
27,"Private",203160,"Bachelors",13,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,28,"United-States","<=50K"
35,"Private",98776,"HS-grad",9,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
34,"Private",107960,"5th-6th",3,"Never-married","Machine-op-inspct","Other-relative","Asian-Pac-Islander","Male",0,0,40,"Laos","<=50K"
20,"Federal-gov",163205,"Assoc-voc",11,"Never-married","Adm-clerical","Own-child","White","Female",0,0,36,"United-States","<=50K"
27,"Private",104423,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","<=50K"
21,"Private",542610,"HS-grad",9,"Never-married","Transport-moving","Other-relative","Black","Male",0,0,40,"United-States","<=50K"
20,"Private",208117,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,18,"United-States","<=50K"
20,"?",38455,"HS-grad",9,"Never-married","?","Unmarried","White","Male",0,0,40,"United-States","<=50K"
32,"Private",312403,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
22,"Private",143062,"Some-college",10,"Never-married","Farming-fishing","Own-child","White","Male",0,0,12,"United-States","<=50K"
28,"Private",349751,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","Black","Male",2174,0,50,"United-States","<=50K"
24,"Local-gov",238384,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",0,0,37,"United-States","<=50K"
22,"Private",416165,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
21,"Private",151158,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,25,"United-States","<=50K"
32,"Private",242323,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
26,"Private",341672,"Some-college",10,"Never-married","Adm-clerical","Other-relative","Asian-Pac-Islander","Male",0,0,60,"India","<=50K"
35,"Private",116369,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
25,"Self-emp-not-inc",121285,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
23,"Private",152328,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Male",13550,0,50,"United-States",">50K"
33,"Private",479600,"Some-college",10,"Never-married","Other-service","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
21,"Private",448026,"Some-college",10,"Never-married","Protective-serv","Own-child","White","Male",2907,0,30,"United-States","<=50K"
23,"Private",202084,"HS-grad",9,"Never-married","Other-service","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
32,"Private",247328,"5th-6th",3,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,"Mexico","<=50K"
22,"Private",158522,"Some-college",10,"Never-married","Machine-op-inspct","Own-child","Asian-Pac-Islander","Male",0,0,35,"United-States","<=50K"
37,"Private",32207,"HS-grad",9,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
21,"Private",311376,"Some-college",10,"Never-married","Exec-managerial","Other-relative","White","Female",0,0,40,"United-States","<=50K"
30,"Private",101562,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
36,"Private",86143,"Assoc-voc",11,"Never-married","Craft-repair","Own-child","Asian-Pac-Islander","Male",0,0,40,"United-States","<=50K"
33,"Local-gov",217304,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
26,"Private",247425,"Some-college",10,"Never-married","Sales","Not-in-family","Black","Male",0,0,40,"Haiti","<=50K"
21,"Private",200318,"Assoc-acdm",12,"Never-married","Sales","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
24,"Private",206827,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,30,"United-States","<=50K"
24,"Private",403107,"5th-6th",3,"Never-married","Handlers-cleaners","Other-relative","White","Male",0,0,40,"Mexico","<=50K"
30,"?",126402,"11th",7,"Never-married","?","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
32,"Private",394708,"HS-grad",9,"Never-married","Other-service","Unmarried","Black","Male",0,0,40,"United-States","<=50K"
22,"Private",119474,"HS-grad",9,"Never-married","Sales","Own-child","White","Female",1055,0,25,"United-States","<=50K"
26,"Local-gov",197897,"HS-grad",9,"Never-married","Adm-clerical","Own-child","Black","Female",0,0,20,"England","<=50K"
24,"Private",131220,"HS-grad",9,"Never-married","Adm-clerical","Own-child","Black","Female",0,0,40,"United-States","<=50K"
25,"Federal-gov",198813,"Bachelors",13,"Never-married","Adm-clerical","Unmarried","Black","Female",0,1590,40,"United-States","<=50K"
28,"Private",226089,"10th",6,"Never-married","Machine-op-inspct","Unmarried","White","Female",0,0,40,"United-States","<=50K"
21,"Private",160261,"Some-college",10,"Never-married","Exec-managerial","Own-child","Asian-Pac-Islander","Male",2463,0,50,"England","<=50K"
33,"Self-emp-not-inc",182556,"12th",8,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
20,"Private",346341,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"?","<=50K"
21,"Private",256504,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
24,"Private",314819,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Male",2174,0,40,"United-States","<=50K"
20,"?",239805,"Some-college",10,"Never-married","?","Not-in-family","White","Male",0,0,16,"United-States","<=50K"
33,"Private",187618,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Male",0,1741,40,"United-States","<=50K"
29,"Self-emp-inc",218555,"Masters",14,"Never-married","Prof-specialty","Own-child","White","Male",0,0,40,"United-States","<=50K"
20,"?",281668,"Some-college",10,"Never-married","?","Other-relative","Black","Female",0,0,40,"United-States","<=50K"
24,"Private",236696,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Male",0,0,50,"Taiwan","<=50K"
32,"Private",205950,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","<=50K"
20,"Self-emp-not-inc",190968,"7th-8th",4,"Never-married","Craft-repair","Own-child","White","Male",0,0,20,"United-States","<=50K"
24,"Private",311311,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
23,"Private",32732,"Some-college",10,"Never-married","Sales","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
25,"State-gov",77661,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,2444,40,"United-States",">50K"
35,"Private",211494,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,1876,55,"United-States","<=50K"
30,"Federal-gov",340899,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
36,"Private",102568,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States",">50K"
22,"Private",303170,"Some-college",10,"Never-married","Priv-house-serv","Own-child","White","Female",0,0,28,"United-States","<=50K"
26,"Private",201635,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
20,"?",55263,"Some-college",10,"Never-married","?","Own-child","White","Male",0,0,40,"United-States","<=50K"
23,"Private",110998,"Some-college",10,"Never-married","Adm-clerical","Own-child","Asian-Pac-Islander","Female",0,0,40,"Philippines","<=50K"
30,"Private",127875,"11th",7,"Never-married","Sales","Unmarried","White","Female",0,0,8,"United-States","<=50K"
31,"Private",302679,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
30,"Private",143766,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
25,"Private",143062,"Bachelors",13,"Never-married","Other-service","Own-child","White","Female",2463,0,30,"United-States","<=50K"
24,"Private",109456,"Bachelors",13,"Never-married","Sales","Own-child","White","Male",0,0,25,"United-States","<=50K"
32,"Private",198183,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
31,"Private",289889,"Assoc-voc",11,"Never-married","Tech-support","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
21,"State-gov",204034,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Female",0,0,16,"United-States","<=50K"
21,"Private",243368,"Preschool",1,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,25,"Mexico","<=50K"
27,"Local-gov",194515,"Assoc-acdm",12,"Never-married","Prof-specialty","Own-child","Black","Female",0,0,37,"United-States","<=50K"
32,"Private",28984,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Female",0,2001,25,"United-States","<=50K"
22,"Private",37932,"Assoc-acdm",12,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,35,"England","<=50K"
30,"Private",97306,"Some-college",10,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
22,"Private",176178,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,25,"United-States","<=50K"
38,"Private",314890,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Male",0,0,46,"United-States","<=50K"
25,"Private",176520,"HS-grad",9,"Never-married","Tech-support","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
23,"Private",199011,"11th",7,"Never-married","Craft-repair","Own-child","White","Male",0,0,3,"United-States","<=50K"
20,"Private",123007,"HS-grad",9,"Never-married","Adm-clerical","Other-relative","White","Male",0,2001,30,"United-States","<=50K"
26,"Private",264012,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
21,"Private",200121,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States","<=50K"
22,"Private",33551,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
24,"Private",194630,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
27,"Private",102142,"Assoc-acdm",12,"Never-married","Tech-support","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
24,"Private",208946,"Assoc-voc",11,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
36,"Private",251730,"Some-college",10,"Never-married","Sales","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
36,"Private",197274,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
26,"Private",195636,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,55,"United-States","<=50K"
20,"Private",237956,"HS-grad",9,"Never-married","Protective-serv","Own-child","White","Male",0,0,40,"Cuba","<=50K"
33,"?",207668,"Bachelors",13,"Never-married","?","Own-child","White","Male",0,0,40,"United-States","<=50K"
31,"Private",142921,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
27,"Local-gov",189775,"12th",8,"Never-married","Other-service","Own-child","Black","Female",0,0,44,"United-States","<=50K"
25,"Private",221757,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
24,"Private",308673,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,30,"United-States","<=50K"
31,"Private",386299,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
26,"Private",290286,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","Black","Male",0,0,38,"United-States","<=50K"
38,"Private",172918,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","<=50K"
21,"Local-gov",402230,"Some-college",10,"Never-married","Adm-clerical","Unmarried","White","Male",0,0,36,"United-States","<=50K"
35,"Private",240988,"Assoc-acdm",12,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,55,"United-States","<=50K"
23,"Private",177287,"Some-college",10,"Never-married","Exec-managerial","Other-relative","White","Female",0,0,40,"United-States","<=50K"
27,"Self-emp-not-inc",147452,"10th",6,"Never-married","Sales","Own-child","White","Female",0,0,48,"United-States","<=50K"
25,"Private",144334,"HS-grad",9,"Never-married","Exec-managerial","Own-child","Black","Male",0,0,40,"United-States","<=50K"
24,"Private",126822,"HS-grad",9,"Never-married","Adm-clerical","Unmarried","White","Female",0,0,45,"United-States","<=50K"
20,"Private",171886,"HS-grad",9,"Never-married","Other-service","Own-child","Black","Male",0,0,35,"United-States","<=50K"
20,"Self-emp-not-inc",115085,"Some-college",10,"Never-married","Farming-fishing","Own-child","White","Male",0,0,40,"United-States","<=50K"
