"age","workclass","fnlwgt","education","educational-num","marital-status","occupation","relationship","race","gender","capital-gain","capital-loss","hours-per-week","native-country","income"
60,"Private",209844,"Some-college",10,"Divorced","Adm-clerical","Other-relative","White","Female",0,0,40,"United-States","<=50K"
37,"Private",178100,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States",">50K"
26,"Private",113587,"10th",6,"Divorced","Machine-op-inspct","Own-child","White","Male",0,0,35,"United-States","<=50K"
26,"Private",29515,"HS-grad",9,"Divorced","Exec-managerial","Own-child","White","Male",0,0,40,"United-States","<=50K"
59,"Private",128829,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
39,"Private",130007,"Some-college",10,"Divorced","Craft-repair","Unmarried","White","Male",0,0,40,"United-States","<=50K"
55,"Self-emp-not-inc",126840,"Some-college",10,"Divorced","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
52,"Private",166419,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","Black","Female",0,0,37,"United-States","<=50K"
42,"Private",287129,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
54,"Federal-gov",201127,"Masters",14,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,42,"United-States",">50K"
20,"Private",419984,"HS-grad",9,"Divorced","Other-service","Unmarried","White","Female",0,0,25,"United-States","<=50K"
51,"Private",190678,"HS-grad",9,"Divorced","Prof-specialty","Unmarried","Black","Female",0,0,40,"?","<=50K"
22,"?",228686,"Some-college",10,"Divorced","?","Own-child","White","Male",0,1602,25,"United-States","<=50K"
46,"Private",196707,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,55,"United-States","<=50K"
37,"Private",29430,"HS-grad",9,"Divorced","Sales","Unmarried","White","Male",0,0,45,"United-States","<=50K"
27,"Private",169557,"HS-grad",9,"Divorced","Machine-op-inspct","Not-in-family","White","Male",6849,0,40,"United-States","<=50K"
31,"Private",208458,"HS-grad",9,"Divorced","Sales","Unmarried","Other","Female",0,0,40,"Mexico","<=50K"
49,"Private",112761,"HS-grad",9,"Divorced","Handlers-cleaners","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
60,"Self-emp-not-inc",121076,"Doctorate",16,"Divorced","Sales","Not-in-family","White","Male",0,0,20,"United-States","<=50K"
38,"Federal-gov",318912,"Assoc-voc",11,"Divorced","Adm-clerical","Own-child","Black","Male",0,0,52,"United-States","<=50K"
39,"Private",259716,"HS-grad",9,"Divorced","Machine-op-inspct","Unmarried","White","Female",0,0,40,"Mexico","<=50K"
29,"Private",168526,"HS-grad",9,"Divorced","Sales","Unmarried","White","Female",0,0,25,"United-States","<=50K"
45,"Private",44489,"Assoc-voc",11,"Divorced","Other-service","Not-in-family","White","Male",0,0,10,"United-States","<=50K"
41,"Self-emp-not-inc",264663,"11th",7,"Divorced","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
32,"Private",294121,"Assoc-voc",11,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
26,"Private",241626,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
58,"Private",199067,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,65,"United-States",">50K"
44,"Private",211517,"12th",8,"Divorced","Other-service","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
56,"Private",187355,"Some-college",10,"Divorced","Sales","Unmarried","White","Female",0,0,40,"United-States","<=50K"
40,"Private",111336,"HS-grad",9,"Divorced","Machine-op-inspct","Unmarried","Black","Female",0,0,28,"United-States","<=50K"
34,"Private",361978,"HS-grad",9,"Divorced","Craft-repair","Unmarried","Black","Female",1471,0,40,"United-States","<=50K"
31,"Local-gov",197550,"HS-grad",9,"Divorced","Prof-specialty","Unmarried","White","Male",0,0,33,"United-States","<=50K"
53,"Private",170701,"Bachelors",13,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
32,"Private",220690,"11th",7,"Divorced","Other-service","Not-in-family","White","Male",0,0,33,"United-States","<=50K"
32,"Private",147118,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
57,"Private",43290,"10th",6,"Divorced","Other-service","Not-in-family","Amer-Indian-Eskimo","Female",0,0,20,"United-States","<=50K"
40,"Private",320071,"Some-college",10,"Divorced","Exec-managerial","Not-in-family","White","Male",0,1408,48,"United-States","<=50K"
44,"State-gov",165745,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,38,"United-States","<=50K"
28,"Local-gov",191088,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Female",2354,0,60,"United-States","<=50K"
47,"Private",125892,"HS-grad",9,"Divorced","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
36,"Federal-gov",327435,"Masters",14,"Divorced","Tech-support","Not-in-family","White","Female",0,0,40,"United-States",">50K"
45,"State-gov",284763,"Some-college",10,"Divorced","Prof-specialty","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
61,"Private",93997,"Bachelors",13,"Divorced","Sales","Unmarried","White","Male",0,0,40,"United-States","<=50K"
41,"Private",54422,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
47,"Federal-gov",131726,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Male",0,1876,40,"United-States","<=50K"
45,"Private",370261,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
31,"?",186369,"9th",5,"Divorced","?","Unmarried","White","Female",0,0,40,"United-States","<=50K"
29,"Private",189565,"HS-grad",9,"Divorced","Protective-serv","Own-child","White","Male",0,0,40,"United-States","<=50K"
52,"Private",157413,"1st-4th",2,"Divorced","Farming-fishing","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
50,"Private",131819,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
66,"Private",22502,"7th-8th",4,"Divorced","Other-service","Other-relative","Asian-Pac-Islander","Female",0,0,40,"Philippines","<=50K"
51,"State-gov",22211,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,37,"United-States",">50K"
44,"Private",110028,"HS-grad",9,"Divorced","Sales","Not-in-family","White","Male",27828,0,60,"United-States",">50K"
53,"Self-emp-not-inc",174102,"Prof-school",15,"Divorced","Prof-specialty","Unmarried","White","Male",25236,0,60,"United-States",">50K"
44,"Local-gov",49665,"Assoc-voc",11,"Divorced","Machine-op-inspct","Unmarried","Amer-Indian-Eskimo","Male",0,0,40,"United-States","<=50K"
42,"Private",196158,"Some-college",10,"Divorced","Other-service","Not-in-family","White","Female",8614,0,52,"United-States",">50K"
52,"Private",134190,"10th",6,"Divorced","Transport-moving","Unmarried","White","Male",0,0,40,"United-States","<=50K"
31,"Private",145924,"Some-college",10,"Divorced","Machine-op-inspct","Unmarried","White","Female",0,0,35,"United-States","<=50K"
37,"Private",159383,"HS-grad",9,"Divorced","Sales","Unmarried","White","Female",0,0,40,"United-States","<=50K"
32,"Private",234195,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
37,"Self-emp-inc",94869,"Masters",14,"Divorced","Prof-specialty","Not-in-family","Black","Male",4787,0,40,"United-States",">50K"
25,"?",257006,"11th",7,"Divorced","?","Unmarried","White","Female",0,0,40,"United-States","<=50K"
39,"Private",245665,"Assoc-acdm",12,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
32,"State-gov",189838,"Some-college",10,"Divorced","Prof-specialty","Other-relative","White","Female",0,0,40,"United-States","<=50K"
40,"Private",103614,"10th",6,"Divorced","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
42,"Private",13769,"Assoc-voc",11,"Divorced","Prof-specialty","Unmarried","White","Male",0,0,40,"United-States","<=50K"
53,"State-gov",205949,"Assoc-acdm",12,"Divorced","Adm-clerical","Unmarried","Amer-Indian-Eskimo","Female",0,0,40,"United-States","<=50K"
53,"Private",208402,"Some-college",10,"Divorced","Adm-clerical","Unmarried","Other","Female",4865,0,45,"Mexico","<=50K"
37,"State-gov",142282,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Female",0,0,16,"United-States","<=50K"
30,"Private",296538,"9th",5,"Divorced","Farming-fishing","Own-child","White","Male",0,0,30,"United-States","<=50K"
52,"Private",88073,"Bachelors",13,"Divorced","Tech-support","Unmarried","White","Female",0,0,50,"United-States","<=50K"
49,"Private",191320,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Female",0,0,24,"United-States","<=50K"
39,"Private",319962,"HS-grad",9,"Divorced","Sales","Other-relative","White","Female",0,0,40,"United-States","<=50K"
58,"Private",218312,"HS-grad",9,"Divorced","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
39,"State-gov",42478,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
48,"?",117054,"5th-6th",3,"Divorced","?","Not-in-family","White","Male",0,0,99,"United-States","<=50K"
49,"Private",367037,"Assoc-acdm",12,"Divorced","Adm-clerical","Not-in-family","White","Female",4650,0,40,"United-States","<=50K"
36,"Self-emp-not-inc",269509,"HS-grad",9,"Divorced","Sales","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
50,"Private",369367,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
45,"?",53540,"11th",7,"Divorced","?","Unmarried","Black","Female",0,0,16,"United-States","<=50K"
35,"Private",247558,"Some-college",10,"Divorced","Tech-support","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
44,"Self-emp-not-inc",188278,"Assoc-acdm",12,"Divorced","Exec-managerial","Unmarried","Black","Female",0,0,45,"United-States","<=50K"
47,"Private",115358,"HS-grad",9,"Divorced","Exec-managerial","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
44,"Private",222011,"Masters",14,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,25,"United-States",">50K"
54,"Private",74660,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Male",0,0,40,"Canada",">50K"
33,"Private",292603,"Some-college",10,"Divorced","Other-service","Not-in-family","Black","Female",0,0,30,"Dominican-Republic","<=50K"
51,"Private",152652,"11th",7,"Divorced","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
46,"Private",165346,"Masters",14,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,8,"United-States","<=50K"
35,"Private",37655,"HS-grad",9,"Divorced","Machine-op-inspct","Unmarried","White","Female",0,0,60,"United-States","<=50K"
45,"Private",178530,"12th",8,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
45,"Self-emp-inc",208049,"Assoc-acdm",12,"Divorced","Exec-managerial","Not-in-family","White","Female",0,1590,40,"United-States","<=50K"
38,"Private",166062,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
34,"Local-gov",28568,"HS-grad",9,"Divorced","Craft-repair","Unmarried","White","Male",0,0,40,"United-States","<=50K"
50,"Private",309017,"Some-college",10,"Divorced","Sales","Unmarried","White","Male",0,0,45,"United-States","<=50K"
42,"Private",270710,"9th",5,"Divorced","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K"
50,"Private",143353,"HS-grad",9,"Divorced","Priv-house-serv","Unmarried","Black","Female",0,0,12,"United-States","<=50K"
44,"Private",67874,"Some-college",10,"Divorced","Sales","Unmarried","White","Male",0,625,50,"United-States","<=50K"
45,"State-gov",112761,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
52,"?",133336,"10th",6,"Divorced","?","Not-in-family","White","Male",0,0,25,"United-States","<=50K"
30,"Private",242739,"Bachelors",13,"Divorced","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K"
62,"Private",166691,"HS-grad",9,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","<=50K"
45,"State-gov",259087,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
29,"Private",245402,"Bachelors",13,"Divorced","Tech-support","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
58,"Local-gov",158357,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
41,"Private",75171,"Bachelors",13,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","<=50K"
53,"Private",117932,"HS-grad",9,"Divorced","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
64,"Private",135527,"Assoc-voc",11,"Divorced","Tech-support","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
42,"Private",478373,"Assoc-acdm",12,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
67,"Private",366425,"Doctorate",16,"Divorced","Exec-managerial","Not-in-family","White","Male",99999,0,60,"United-States",">50K"
44,"?",210875,"11th",7,"Divorced","?","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
44,"Local-gov",157473,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,50,"United-States",">50K"
47,"Local-gov",216586,"11th",7,"Divorced","Other-service","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
34,"?",370209,"HS-grad",9,"Divorced","?","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
61,"Private",87300,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
62,"Private",360032,"10th",6,"Divorced","Sales","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
61,"Private",142245,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
52,"Private",98980,"HS-grad",9,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
47,"Self-emp-inc",308241,"Bachelors",13,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,60,"United-States",">50K"
58,"Private",132704,"Bachelors",13,"Divorced","Adm-clerical","Not-in-family","White","Male",3325,0,40,"United-States","<=50K"
32,"Private",250583,"Some-college",10,"Divorced","Sales","Not-in-family","White","Female",0,0,38,"United-States","<=50K"
27,"Private",86681,"Some-college",10,"Divorced","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
48,"Private",26502,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
46,"Private",139946,"HS-grad",9,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,38,"United-States",">50K"
44,"Private",103980,"Some-college",10,"Divorced","Prof-specialty","Own-child","White","Male",3325,0,35,"United-States","<=50K"
29,"Private",227890,"Some-college",10,"Divorced","Machine-op-inspct","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
49,"Self-emp-not-inc",43479,"Doctorate",16,"Divorced","Prof-specialty","Unmarried","White","Male",0,0,63,"Canada",">50K"
27,"Private",111361,"Some-college",10,"Divorced","Sales","Unmarried","White","Female",0,0,35,"United-States","<=50K"
48,"Self-emp-not-inc",116360,"Assoc-voc",11,"Divorced","Tech-support","Other-relative","Black","Female",0,0,10,"United-States","<=50K"
39,"Private",30828,"HS-grad",9,"Divorced","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
38,"Private",452353,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
40,"State-gov",285000,"Bachelors",13,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
57,"Local-gov",167457,"7th-8th",4,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","<=50K"
45,"Private",215620,"HS-grad",9,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
32,"Private",158438,"HS-grad",9,"Divorced","Transport-moving","Own-child","White","Male",0,0,40,"United-States","<=50K"
33,"Private",213307,"1st-4th",2,"Divorced","Machine-op-inspct","Unmarried","White","Female",0,0,40,"Mexico","<=50K"
41,"Private",29927,"Assoc-voc",11,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","<=50K"
45,"Private",180010,"HS-grad",9,"Divorced","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K"
65,"Private",173483,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
47,"Private",182177,"Some-college",10,"Divorced","Protective-serv","Unmarried","White","Female",0,0,23,"United-States","<=50K"
32,"Private",337908,"Some-college",10,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,30,"United-States","<=50K"
29,"Local-gov",149988,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
47,"Private",202117,"HS-grad",9,"Divorced","Sales","Not-in-family","White","Female",0,0,37,"United-States","<=50K"
34,"Local-gov",303129,"HS-grad",9,"Divorced","Transport-moving","Not-in-family","Amer-Indian-Eskimo","Male",0,0,40,"United-States","<=50K"
35,"Private",215419,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
36,"Federal-gov",20469,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","Amer-Indian-Eskimo","Female",0,0,40,"United-States","<=50K"
57,"Private",77927,"5th-6th",3,"Divorced","Other-service","Not-in-family","Asian-Pac-Islander","Female",0,0,37,"United-States","<=50K"
67,"Private",267915,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
30,"Private",259058,"Masters",14,"Divorced","Prof-specialty","Unmarried","White","Male",0,1726,40,"United-States","<=50K"
41,"Private",112656,"HS-grad",9,"Divorced","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K"
48,"Federal-gov",72808,"11th",7,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,42,"United-States","<=50K"
65,"Private",71075,"Some-college",10,"Divorced","Sales","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
20,"Private",92863,"HS-grad",9,"Divorced","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
46,"Private",40666,"Bachelors",13,"Divorced","Exec-managerial","Other-relative","White","Male",0,0,40,"United-States","<=50K"
38,"State-gov",168223,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
29,"Private",175639,"Some-college",10,"Divorced","Other-service","Unmarried","White","Female",0,0,28,"United-States","<=50K"
27,"Private",57092,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
49,"Private",116927,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
55,"Private",169276,"HS-grad",9,"Divorced","Machine-op-inspct","Other-relative","Black","Male",0,0,40,"United-States","<=50K"
49,"Private",141069,"HS-grad",9,"Divorced","Adm-clerical","Other-relative","White","Female",0,0,40,"United-States","<=50K"
46,"Private",274200,"HS-grad",9,"Divorced","Farming-fishing","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
39,"Private",94036,"HS-grad",9,"Divorced","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States","<=50K"
49,"Private",107009,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Male",0,0,40,"Portugal","<=50K"
24,"Private",33551,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
34,"Private",121640,"Some-college",10,"Divorced","Prof-specialty","Not-in-family","Amer-Indian-Eskimo","Male",0,0,44,"United-States","<=50K"
48,"Private",158685,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Female",0,0,16,"United-States","<=50K"
42,"State-gov",218948,"Doctorate",16,"Divorced","Prof-specialty","Unmarried","Black","Female",0,0,36,"Jamaica","<=50K"
48,"Private",151584,"HS-grad",9,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,46,"United-States","<=50K"
47,"Private",332465,"Some-college",10,"Divorced","Transport-moving","Unmarried","White","Male",0,0,40,"United-States","<=50K"
48,"Self-emp-not-inc",79001,"Assoc-acdm",12,"Divorced","Tech-support","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
48,"Private",102202,"HS-grad",9,"Divorced","Sales","Unmarried","White","Female",0,0,50,"United-States","<=50K"
38,"Private",249720,"Assoc-voc",11,"Divorced","Prof-specialty","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
37,"Private",202662,"10th",6,"Divorced","Transport-moving","Unmarried","White","Male",0,0,40,"United-States","<=50K"
